Num,Category,Base_Question,Thing,Question,Prefix,parametric-flan-t5-base,base_proba-flan-t5-base,base_cf_proba-flan-t5-base,counterfactual-flan-t5-base,contextual-flan-t5-base,ctx_proba-flan-t5-base,ctx_param_proba-flan-t5-base,ctx_cf_proba-flan-t5-base,comparison-flan-t5-base
1701,historical_event,What was the duration of {historical_event}?,The Council of Chalcedon,What was the duration of The Council of Chalcedon?,The Council of Chalcedon lasted for,a year and a half,2.6875,7.00976274800963e+20,a century,a century,1.0859375,8.669429282688205e+16,1.567973246265312e+20,Counterfactual
1702,historical_event,What was the duration of {historical_event}?,The Crisis of the Third Century,What was the duration of The Crisis of the Third Century?,The Crisis of the Third Century lasted for,a century,5.9375,1.835216848153477e+17,a century and a half,a century and a half,1.03125,2.3169110556579197e+22,5.263582064489267e+16,Parametric
1703,historical_event,What was the duration of {historical_event}?,The Defeat of the Spanish Armada,What was the duration of The Defeat of the Spanish Armada?,The Defeat of the Spanish Armada lasted for,a week and a half,3.125,1.1146409077741978e+17,a century and a half,a century and a half] a century and a half,1.375,584940185976832.0,354042744143872.0,Counterfactual
1704,historical_event,What was the duration of {historical_event}?,The Discovery of the Americas by Columbus,What was the duration of The Discovery of the Americas by Columbus?,The Discovery of the Americas by Columbus lasted for,a period of a century,5.0,1.6501189034685497e+19,a week,a week,1.03125,2.233785415175766e+18,6.640827866535439e+21,Counterfactual
1705,historical_event,What was the duration of {historical_event}?,The Dissolution of the Soviet Union,What was the duration of The Dissolution of the Soviet Union?,The Dissolution of the Soviet Union lasted for,a year and a half,2.828125,1.484962897933619e+21,a week,a week,1.03125,2.1184932647150813e+19,1.7118578500402464e+23,Counterfactual
1706,historical_event,What was the duration of {historical_event}?,The Division of the Roman Empire,What was the duration of The Division of the Roman Empire?,The Division of the Roman Empire lasted for,The Division of the Roman Empire lasted for a period of ten years,1.8828125,7107243161944064.0,a year and a half,a year and a half,1.015625,38654705664.0,1.1146409077741978e+17,Counterfactual
1707,historical_event,What was the duration of {historical_event}?,The Dunkirk Evacuation,What was the duration of The Dunkirk Evacuation?,The Dunkirk Evacuation lasted for,a week and a half,2.734375,inf,a century,a century,1.0859375,79164837199872.0,1.4298928816901325e+17,Counterfactual
1708,historical_event,What was the duration of {historical_event}?,The Edict of Caracalla,What was the duration of The Edict of Caracalla?,The Edict of Caracalla lasted for,a century,6.3125,584940185976832.0,a week and a half,a week and a half,1.015625,3.836922767331587e+22,3.180667236830413e+16,Counterfactual
1709,historical_event,What was the duration of {historical_event}?,The Fall of Constantinople,What was the duration of The Fall of Constantinople?,The Fall of Constantinople lasted for,a century and a half,3.203125,1.5058911254020096e+16,a year and a half,a year and a half,1.015625,3.8730956795386266e+17,2.353130805301084e+17,Counterfactual
1710,historical_event,What was the duration of {historical_event}?,The Fall of the Aztec Empire,What was the duration of The Fall of the Aztec Empire?,The Fall of the Aztec Empire lasted for,a century,7.21875,4.496393867966703e+19,a few hours,a few hours,1.0390625,3.836922767331587e+22,1.1575331906252744e+21,Counterfactual
1711,historical_event,What was the duration of {historical_event}?,The Fall of the Western Roman Empire,What was the duration of The Fall of the Western Roman Empire?,The Fall of the Western Roman Empire lasted for,a century,7.5,7.378697629483821e+19,a few hours,a few hours,1.046875,3.836922767331587e+22,1.1575331906252744e+21,Counterfactual
1712,historical_event,What was the duration of {historical_event}?,The First Circumnavigation of the Earth,What was the duration of The First Circumnavigation of the Earth?,The First Circumnavigation of the Earth lasted for,a few hours,6.125,2.8642893630076355e+18,a decade,a decade,1.0625,1.7383894561650115e+18,7.782220156096217e+18,Counterfactual
1713,historical_event,What was the duration of {historical_event}?,The First Council of Nicaea,What was the duration of The First Council of Nicaea?,The First Council of Nicaea lasted for,a year and a half,2.578125,1.1575331906252744e+21,a week,a week,1.03125,2.1184932647150813e+19,1.3399714895142618e+23,Counterfactual
1714,historical_event,What was the duration of {historical_event}?,The First Crusade,What was the duration of The First Crusade?,The First Crusade lasted for,a few days,6.9375,747667906887680.0,a week and a half,a week and a half,1.015625,2.3169110556579197e+22,2.353130805301084e+17,Counterfactual
1715,historical_event,What was the duration of {historical_event}?,The Founding of Constantinople,What was the duration of The Founding of Constantinople?,The Founding of Constantinople lasted for,a century and a half,2.96875,4.265809567045334e+20,a few days,a few days,1.03125,9.511602413006488e+19,1.0994259467930893e+22,Counterfactual
1716,historical_event,What was the duration of {historical_event}?,The Founding of Rome,What was the duration of The Founding of Rome?,The Founding of Rome lasted for,a century,7.0,1.1146409077741978e+17,a year and a half,a year and a half,1.015625,6.3161651708381505e+22,6.755399441055744e+16,Counterfactual
1717,historical_event,What was the duration of {historical_event}?,The Founding of the British Broadcasting Corporation,What was the duration of The Founding of the British Broadcasting Corporation?,The Founding of the British Broadcasting Corporation lasted for,a decade,6.1875,2.723777054633676e+19,a year and a half,a year and a half] a year and a half,1.34375,7.00976274800963e+20,584940185976832.0,Counterfactual
1718,historical_event,What was the duration of {historical_event}?,The Founding of the League of Nations,What was the duration of The Founding of the League of Nations?,The Founding of the League of Nations lasted for,a year and a half,2.734375,1.4298928816901325e+17,a period of a century,a century,1.1015625,2.1184932647150813e+19,2.723777054633676e+19,Other
