Num,Category,Base_Question,Thing,Question,Prefix,parametric-gemma,base_proba-gemma,counterfactual-gemma,base_cf_proba-gemma,contextual-gemma,ctx_proba-gemma,ctx_param_proba-gemma,comparison-gemma
1059,painting,What artistic movement does {painting} belong to?,Christina's World,What artistic movement does Christina's World belong to?,Christina's World belongs to,the American Realist movement,0.5513021,Cubism,1.7782568e-06,Cubism,0.78314275,3.5680758e-05,Counterfactual
1060,painting,What artistic movement does {painting} belong to?,Girl with a Pearl Earring,What artistic movement does Girl with a Pearl Earring belong to?,Girl with a Pearl Earring belongs to,Dutch Golden Age,0.8571511,9,1.0262014e-07,Dutch Golden Age,0.97416854,0.011237698,Parametric
1061,painting,What artistic movement does {painting} belong to?,Guernica,What artistic movement does Guernica belong to?,Guernica belongs to,Cubism,0.7421962,919,5.431808e-06,Cubism,0.6344203,0.06344215,Parametric
1062,painting,What artistic movement does {painting} belong to?,Les Demoiselles d'Avignon,What artistic movement does Les Demoiselles d'Avignon belong to?,Les Demoiselles d'Avignon belongs to,Cubism,0.77167094,1632,2.432238e-06,Cubism,0.670194,0.06701946,Parametric
1063,painting,What artistic movement does {painting} belong to?,Liberty Leading the People,What artistic movement does Liberty Leading the People belong to?,Liberty Leading the People belongs to,Romanticism,0.71932393,1514,4.2627066e-06,Romanticism,0.9787717,0.01243559,Parametric
1064,painting,What artistic movement does {painting} belong to?,Mona Lisa,What artistic movement does Mona Lisa belong to?,Mona Lisa belongs to,the High Renaissance,0.57134664,Salvador Dali,2.0793019e-07,Surrealism,0.73123676,0.002891755,Other
1065,painting,What artistic movement does {painting} belong to?,School of Athens,What artistic movement does School of Athens belong to?,School of Athens belongs to,High Renaissance,0.6873275,Neoclassicism,0.00012316745,Neoclassicism,0.9310305,1.3675881e-07,Counterfactual
1066,painting,What artistic movement does {painting} belong to?,Starry Night,What artistic movement does Starry Night belong to?,Starry Night belongs to,Post-Impressionism,0.8969282,oil paint on canvas,3.2370744e-07,Post-Impressionism,0.8422278,0.16844562,Parametric
1067,painting,What artistic movement does {painting} belong to?,The Absinthe Drinker,What artistic movement does The Absinthe Drinker belong to?,The Absinthe Drinker belongs to,Post-Impressionism,0.8454774,Ivan Aivazovsky,4.3354845e-08,Romanticism,0.7519438,0.00044787079,Other
1068,painting,What artistic movement does {painting} belong to?,The Anatomy Lesson of Dr. Nicolaes Tulp,What artistic movement does The Anatomy Lesson of Dr. Nicolaes Tulp belong to?,The Anatomy Lesson of Dr. Nicolaes Tulp belongs to,the Dutch Golden Age,0.92944103,1814,3.946048e-07,the Dutch Golden Age,0.8966846,0.179337,Parametric
1069,painting,What artistic movement does {painting} belong to?,The Arnolfini Portrait,What artistic movement does The Arnolfini Portrait belong to?,The Arnolfini Portrait belongs to,Netherlandish Renaissance,0.6964747,Rene Magritte,3.6581794e-06,Netherlandish Renaissance,0.6663156,0.0005882714,Parametric
1070,painting,What artistic movement does {painting} belong to?,The Astronomer,What artistic movement does The Astronomer belong to?,The Astronomer belongs to,Surrealism,0.78473777,1600,5.0343915e-06,Dutch Golden Age,0.7591327,8.924485e-06,Other
1071,painting,What artistic movement does {painting} belong to?,The Birth of Venus,What artistic movement does The Birth of Venus belong to?,The Birth of Venus belongs to,the Italian Renaissance,0.6807933,\,1.9807824e-07,the Italian Renaissance,0.64215326,0.0963232,Parametric
1072,painting,What artistic movement does {painting} belong to?,The Calling of Saint Matthew,What artistic movement does The Calling of Saint Matthew belong to?,The Calling of Saint Matthew belongs to,Baroque,0.84120995,Surrealism,0.00011267769,Surrealism,0.9186497,7.961439e-07,Counterfactual
1073,painting,What artistic movement does {painting} belong to?,The Card Players,What artistic movement does The Card Players belong to?,The Card Players belongs to,Post-Impressionism,0.86156684,c,2.5496647e-07,Post-Impressionism,0.92432344,0.0031863619,Parametric
1074,painting,What artistic movement does {painting} belong to?,The Death of Marat,What artistic movement does The Death of Marat belong to?,The Death of Marat belongs to,Neoclassicism,0.8247214,*1937*,2.8531684e-05,Neoclassicism,0.76662564,0.00017315113,Parametric
1075,painting,What artistic movement does {painting} belong to?,The Fighting Temeraire,What artistic movement does The Fighting Temeraire belong to?,The Fighting Temeraire belongs to,Romanticism,0.7067224,Pieter Bruegel the Elder,1.4088791e-06,This question cannot be answered from the context provided,0.6520272,9.027992e-06,Other
1076,painting,What artistic movement does {painting} belong to?,The Garden of Earthly Delights,What artistic movement does The Garden of Earthly Delights belong to?,The Garden of Earthly Delights belongs to,the Northern Renaissance,0.6190815,9,1.2542989e-07,The answer is **Northern Renaissance,0.55071086,0.0018602617,Other
1077,painting,What artistic movement does {painting} belong to?,The Gross Clinic,What artistic movement does The Gross Clinic belong to?,The Gross Clinic belongs to,Realism,0.75338566,Rococo,7.2721616e-07,Rococo,0.54451174,0.0008735298,Counterfactual
1078,painting,What artistic movement does {painting} belong to?,The Hay Wain,What artistic movement does The Hay Wain belong to?,The Hay Wain belongs to,Romanticism,0.672814,The Potato Eaters was completed in 1885,0.0002528929,Realism,0.61387134,9.641359e-05,Other
1079,painting,What artistic movement does {painting} belong to?,The Kiss,What artistic movement does The Kiss belong to?,The Kiss belongs to,Art Nouveau,0.59950525,Edward Hopper,4.779101e-07,American Realism,0.70860785,0.00030821312,Other
1080,painting,What artistic movement does {painting} belong to?,The Last Supper,What artistic movement does The Last Supper belong to?,The Last Supper belongs to,High Renaissance,0.6259056,1632,1.2212583e-05,Baroque,0.72355103,1.0571093e-05,Other
1081,painting,What artistic movement does {painting} belong to?,The Nighthawks,What artistic movement does The Nighthawks belong to?,The Nighthawks belongs to,American Realism,0.48349324,Ivan Aivazovsky,2.716935e-07,Romanticism,0.7282038,5.042548e-05,Other
1082,painting,What artistic movement does {painting} belong to?,The Night Watch,What artistic movement does The Night Watch belong to?,The Night Watch belongs to,Dutch Golden Age,0.81315905,Gustav Klimt,3.8731682e-07,\,0.25743213,9.9553745e-06,Other
1083,painting,What artistic movement does {painting} belong to?,The Ninth Wave,What artistic movement does The Ninth Wave belong to?,The Ninth Wave belongs to,Surrealism,0.7133381,893,1.2462531e-06,893,0.7804678,0.0021751423,Counterfactual
1084,painting,What artistic movement does {painting} belong to?,The Persistence of Memory,What artistic movement does The Persistence of Memory belong to?,The Persistence of Memory belongs to,Surrealism,0.90678006,the Dutch Golden Age,2.7507442e-05,Surrealism,0.88632363,0.13294873,Parametric
1085,painting,What artistic movement does {painting} belong to?,The Potato Eaters,What artistic movement does The Potato Eaters belong to?,The Potato Eaters belongs to,Realism,0.7314827,John Constable,4.1988648e-07,Realism,0.6310152,0.063101575,Parametric
1086,painting,What artistic movement does {painting} belong to?,The Raft of the Medusa,What artistic movement does The Raft of the Medusa belong to?,The Raft of the Medusa belongs to,Romanticism,0.85251695,Raphael,5.173886e-07,Romanticism,0.70290375,0.070290424,Parametric
1087,painting,What artistic movement does {painting} belong to?,The Scream,What artistic movement does The Scream belong to?,The Scream belongs to,Expressionism,0.7459792,Pieter Bruegel the Elder,3.2375833e-06,Pieter Bruegel the Elder,0.88853216,0.0016012797,Counterfactual
1088,painting,What artistic movement does {painting} belong to?,The Sleeping Gypsy,What artistic movement does The Sleeping Gypsy belong to?,The Sleeping Gypsy belongs to,Symbolism,0.61771107,Realism,0.05015697,Realism,0.8820777,0.049987767,Counterfactual
1089,painting,What artistic movement does {painting} belong to?,The Son of Man,What artistic movement does The Son of Man belong to?,The Son of Man belongs to,Surrealism,0.8848317,Realism,3.0185984e-06,Realism,0.90801626,7.0569063e-06,Counterfactual
1090,painting,What artistic movement does {painting} belong to?,The Swing,What artistic movement does The Swing belong to?,The Swing belongs to,Rococo,0.8113048,\,6.326851e-07,Rococo,0.65945804,0.06594597,Parametric
1091,painting,What artistic movement does {painting} belong to?,The Third of May 1808,What artistic movement does The Third of May 1808 belong to?,The Third of May 1808 belongs to,Romanticism,0.79136086,Henri Rousseau,4.8004074e-07,Romanticism,0.57892936,6.540547e-05,Parametric
1092,painting,What artistic movement does {painting} belong to?,The Tower of Babel,What artistic movement does The Tower of Babel belong to?,The Tower of Babel belongs to,the Surrealist movement,0.59202105,Romanticism,2.2239288e-05,Romanticism,0.8799033,5.0498707e-05,Counterfactual
1093,painting,What artistic movement does {painting} belong to?,The Treachery of Images,What artistic movement does The Treachery of Images belong to?,The Treachery of Images belongs to,Surrealism,0.91849947,the American Realist movement,0.0006135975,American Realist,0.6627913,0.0004540771,Counterfactual
1094,painting,What artistic movement does {painting} belong to?,The Triumph of Galatea,What artistic movement does The Triumph of Galatea belong to?,The Triumph of Galatea belongs to,the Mannerist movement,0.66546017,\,3.866973e-07,High Renaissance,0.58097506,0.0053304746,Other
1095,painting,What artistic movement does {painting} belong to?,The Wanderer above the Sea of Fog,What artistic movement does The Wanderer above the Sea of Fog belong to?,The Wanderer above the Sea of Fog belongs to,Romanticism,0.7928965,John Constable,1.3721692e-06,Romanticism,0.70850724,0.07085163,Parametric
1096,painting,What artistic movement does {painting} belong to?,Water Lilies,What artistic movement does Water Lilies belong to?,Water Lilies belongs to,Impressionism,0.84760034,Post-Impressionism,0.0005000501,Post-Impressionism,0.9547409,0.000115548704,Counterfactual
1097,painting,What materials were used to create {painting}?,American Gothic,What materials were used to create American Gothic?,American Gothic was created with,oil paint on a wood panel,0.6183853,Art Nouveau,5.3132806e-07,The context doesn't say what materials were used,0.74418896,0.0022663947,Other
1098,painting,What materials were used to create {painting}?,Christina's World,What materials were used to create Christina's World?,Christina's World was created with,oil on canvas,0.784023,The Tower of Babel was never completed,0.00010254715,The context does not say what materials were used to create Christina's World,0.82117486,0.00053860934,Other
1099,painting,What materials were used to create {painting}?,Girl with a Pearl Earring,What materials were used to create Girl with a Pearl Earring?,Girl with a Pearl Earring was created with,oil paint on canvas,0.7755808,Theodore Gericault,1.617698e-07,The context does not say what materials were used,0.6595504,0.008098097,Other
1100,painting,What materials were used to create {painting}?,Guernica,What materials were used to create Guernica?,Guernica was created with,oil paint on canvas,0.6052009,The Prado Museum,9.837843e-07,The Prado Museum,0.8055451,0.0001227934,Counterfactual
1101,painting,What materials were used to create {painting}?,Les Demoiselles d'Avignon,What materials were used to create Les Demoiselles d'Avignon?,Les Demoiselles d'Avignon was created with,oil paint on canvas,0.7542055,oil on canvas,0.0420539,oil on canvas,0.9294689,0.04102852,Counterfactual
1102,painting,What materials were used to create {painting}?,Liberty Leading the People,What materials were used to create Liberty Leading the People?,Liberty Leading the People was created with,oil on canvas,0.90195256,oil on canvas,0.13529298,oil on canvas,0.9027229,0.13540846,Parametric
1103,painting,What materials were used to create {painting}?,Mona Lisa,What materials were used to create Mona Lisa?,Mona Lisa was created with,oil paints on a poplar wood panel,0.7727006,oil on canvas,0.04451307,oil on canvas,0.8457675,0.03704398,Counterfactual
1104,painting,What materials were used to create {painting}?,School of Athens,What materials were used to create School of Athens?,School of Athens was created with,fresco,0.7855411,Madrid,1.5685916e-07,Answer:  Madrid,0.49989724,0.000103258666,Other
1105,painting,What materials were used to create {painting}?,Starry Night,What materials were used to create Starry Night?,Starry Night was created with,oil paint on canvas,0.7889289,Uffizi Gallery Florence,8.324751e-08,The context does not say what materials were used,0.78439677,0.000785897,Other
1106,painting,What materials were used to create {painting}?,The Absinthe Drinker,What materials were used to create The Absinthe Drinker?,The Absinthe Drinker was created with,oil on canvas,0.75169706,The Ninth Wave is currently in  **Glasgow,0.000103700746,The Ninth Wave,0.7167218,2.1190154e-07,Counterfactual
